Airport Code,ICAO,Place
BLI,KBLI,Bellingham International Airport
BLJ,DABT,Batna Airport
BLK,EGNH,Blackpool Airport
BLL,EKBI,Billund Airport
BLM,KBLM,Monmouth Executive Airport
BLN,YBLA,Benalla
BLO,BIBL,Blonduos
BLP,SPBL,Bellavista
BLQ,LIPE,Guglielmo Marconi Airport
BLR,VOBL,Kempegowda International Airport
BLS,YBLL,Bollon
BLT,YBTR,Blackwater
BLU,KBLU,Blue Canyon
BLV,KBLV,Belleville
BLW,HCMN,Bellows Field
BLX,LIDB,Belluno
BLY,EIBT,Belmullet
BLZ,FWCL,Chileka Airport
BMA,ESSB,Bromma Airport
BMB,FZFU,Bumba
BMC,KBMC,Brigham City
BMD,FMML,Belo
BME,YBRM,Broome Airport
BMF,FEGM,Bakouma
BMG,KBMG,Bloomington
BMH,AYBO,Bomai
BMI,KBMI,Central Illinois Regional Airport
BMJ,SYBR,Baramita
BMK,EDWR,Borkum
BML,KBML,Berlin Municipal Airport
BMM,FOOB,Bitam
BMN,ORBB,Bamerny
BMO,VYBM,Bhamo
BMP,YBPI,Brampton Island
BMQ,HKBM,Bamburi
BMR,EDWZ,Baltrum
BMS,SSXH,Brumado
BMT,KBMT,Beaumont Municipalcipal
BMU,WADB,Sultan Muhammad Salahuddin Airport
BMV,VVBM,Phung-Duc Airport
BMW,DATM,Bordj Badji Mokhtar
BMX,PABM,Big Mountain
BMY,NWWC,Belep Island
BMZ,AYBF,Bamu
BNA,KBNA,Nashville International Airport
BNB,FZGN,Boende
BNC,FZNP,Beni
BND,OIKB,Bandar Abbas International Airport
BNE,YBBN,Brisbane Airport
BNF,,Warm Spring Bay SPB
BNG,KBNG,Banning
BNH,MA87,Barnes
BNI,DNBE,Benin City Airport
BNK,YBNA,Ballina Byron Airport
BNL,KBNL,Barnwell Regional
BNM,AYBD,Bodinumu
BNN,ENBN,Bronnoysund Airport Bronnoy
BNO,KBNO,Burns
BNP,OPBN,Bannu
BNQ,,Baganga
BNR,DFOB,Banfora
BNS,SVBI,Barinas
BNT,AYDI,Bundi
BNU,SSBL,Blumenau
BNV,,Boana
BNW,KBNW,Boone
BNX,LQBK,Banja Luka Airport
BNY,AGGB,Bellona
BNZ,,Banz
BOA,FZAJ,Boma
BOB,NTTB,Motu Mute Airport
BOC,MPBO,Bocas Del Toro
BOD,LFBD,Bordeaux Airport
BOE,FCOB,Boundji
BOF,,Bolling AFB
BOG,SKBO,El Dorado International Airport
BOH,EGHH,Bournemouth Airport
BOI,KBOI,Boise Air Terminal (Gowen Field)
BOJ,LBBG,Bourgas Airport
BOK,KBOK,Brookings State
BOL,,Ballykelly
BOM,VABB,Chhatrapati Shivaji International Airport
BON,TNCB,Flamingo International Airport
BOO,ENBO,Bodo Airport
BOP,FEFO,Bouar
BOQ,,Boku
BOR,VLBK,Bokeo International Airport
BOS,KBOS,Logan International Airport
BOT,AYET,Boset
BOU,LFLD,Bourges
BOV,,Boang
BOW,KBOW,Bartow
BOX,YBRL,Borroloola
BOY,DFOO,Borgo
BOZ,FEGZ,Bozoum
BPA,,Grumman
BPB,,Boridi
BPC,FKKV,Bamenda
BPD,AYBP,Bapi
BPE,ZBDH,Qinhuangdao Beidaihe Airport
BPF,AGBT,Batuna Aerodrome
BPG,SBBW,Barra Do Garcas
BPH,RPMF,Bislig
BPI,KBPI,Big Piney-marbleton
BPK,AYBQ,Biangabip
BPL,ZWBL,Bole Airport
BPM,VOHY,Begumpet
BPN,WALL,Sultan Aji Muhamad Sulaiman Airport
BPS,SBPS,Porto Seguro Airport
BPT,KBPT,Jefferson County Airport
BPU,,Beppu
BPX,ZUBD,Bangda Airport
BPY,FMNQ,Besalampy
BQA,RPUR,Baler
BQB,YBLN,Bussellton Regional Airport
BQE,GGBU,Bubaque
BQG,UHNB,Bogorodskoye
BQH,EGKB,Biggin Hill
BQI,FYBG,Bagani
BQJ,UEBB,Batagay
BQK,KBQK,Glynco Jetport
BQL,YBOU,Boulia
BQN,TJBQ,Rafael Hernandez Airport
BQO,DIBN,Bouna
BQQ,SNBX,Barra
BQS,UHBB,Blagoveschensk Airport
BQT,UMBB,Brest Airport
BQU,TVSB,J. F. Mitchell
BQV,BQV,Bartlett SPB
BQW,YBGO,Balgo Hills
BRA,SNBR,Barreiras Airport
BRB,SSRS,Barreirinhas
BRC,SAZS,San Carlos de Bariloche International Airport
BRD,KBRD,Crow Wing County Airport
BRE,EDDW,Bremen Airport
BRF,,Bradford
BRG,,Municipal
BRH,,Brahman
BRI,LIBD,Palese Airport
BRJ,,Bright
BRK,YBKE,Bourke
BRL,KBRL,Burlington Airport
BRM,SVBM,Barquisimeto Airport
BRN,LSZB,Bern Airport
BRO,KBRO,South Padre Island International Airport
BRP,AYBR,Biaru
BRQ,LKTB,Turany Airport
BRR,EGPR,North Bay Airport
BRS,EGGD,Bristol Airport
BRT,YBTI,Bathurst Island
BRU,EBBR,Brussels Airport
BRV,EDWB,Bremerhaven
BRW,PABR,Wiley Post-Will Rogers Memorial Airport
BRX,MDBH,Barahona
BRY,KBRY,Samuels Field
BRZ,,Borotou
BSA,HCMF,Bossaso
BSB,SBBR,Brasilia International Airport
BSC,SKBS,Bahia Solano
BSD,ZPBS,Baoshan Airport
BSE,WBGN,Sematan
BSF,PHSF,Bradshaw AAF
BSG,FGBT,Bata Airport
BSH,,Brighton
BSI,RPLE,Blairsville
BSJ,YBNS,Bairnsdale
BSK,DAUB,Biskra Airport
BSL,LFSB,EuroAirport Swiss
BSM,OINJ,Bishe-kola
BSN,FEFS,Bossangoa
BSO,RPUO,Basco Airport
BSP,AYBH,Bensbach
BSQ,P04,Bisbee Municipal Airport
BSR,ORMM,Basra International Airport
BSS,SNBS,Balsas
BST,OABT,Bost
BSU,FZEN,Basankusu
BSV,,Besakoa
BSW,AK97,Boswell Bay
BSX,VYPN,Bassein
BSY,HCMD,Bardera
BSZ,,Bartletts
BTA,FKKO,Yaoundé
BTB,FCOT,Betou
BTC,VCCB,Batticaloa
BTD,YBRU,Brunette Downs
BTE,GFBN,Bonthe
BTF,KBTF,Salt Lake Skypark
BTG,FEGF,Batangafo
BTH,WIDD,Hang Nadim International Airport
BTI,PABA,Barter Island Airport
BTJ,WITT,Sultan Iskandar Muda International Airport
BTK,UIBB,Bratsk Airport
BTL,KBTL,WK Kellogg Regional
BTM,KBTM,Butte Airport
BTN,KBBP,Bennettsville
BTO,SMBO,Botopasie
BTP,KBTP,Butler County - Kenny Scholter Field
BTQ,HRYI,Butare
BTR,KBTR,Baton Rouge Metropolitan Airport
BTS,LZIB,Bratislava Airport
BTT,PABT,Bettles
BTU,WBGB,Bintulu Airport
BTV,KBTV,Burlington International Airport
BTW,WAOC,Batu Licin
BTX,YBEO,Betoota
BTY,KBTY,Beatty
BTZ,VTSY,Yala Betong International Airport
BUA,AYBK,Buka
BUB,KBUB,Municipal
BUC,YBKT,Burketown
BUD,LHBP,Budapest Ferenc Liszt International Airport
BUF,KBUF,Buffalo Niagara International Airport
BUG,FNBG,Gen V Deslandes
BUI,WAJB,Bokondini
BUJ,DAAD,Ain Eddis
BUK,OYBQ,Albuq
BUL,AYBU,Bulolo
BUM,KBUM,Butler
BUN,SKBU,Buenaventura
BUO,HCMV,Burao
BUP,VIBT,Bhatinda Airport
BUQ,FVJN,Bulawayo Airport
BUR,KBUR,Bob Hope Airport
BUS,UGSB,Batumi Airport
BUT,VQBT,Bathpalathang Airport
BUU,WIPI,Muara Bungo Airport
BUV,SUBU,Bella Union
BUW,WAWB,Baubau Airport
BUX,FZKA,Bunia
BUY,YBUN,Bunbury
BUZ,OIBB,Bushehr Airport
BVA,LFOB,Beauvais-Tille Airport
BVB,SBBV,Boa Vista Airport
BVC,GVBA,Rabil Airport
BVD,,Sea Port
BVE,LFSL,Laroche Airport
BVF,NFNU,Dama
BVG,ENBV,Berlevag Airport
BVH,SBVH,Vilhena Airport
BVI,YBDV,Birdsville
BVJ,USDB,Bovanenkovo Airport
BVK,SLHJ,Huacaraje
BVL,SLBA,Baures
BVM,SNBL,Belmonte
BVO,KBVO,Bartlesville
BVP,,Bolovip
BVR,GVBR,Esperadinha
BVS,SNVS,Breves
BVU,PABG,Beluga
BVV,UHSB,Burevestnik AFB
BVW,YBTV,Batavia Downs
BVX,KBVX,Municipal
BVY,KBVY,Beverly Municipal Airport
BVZ,YBYS,Beverley Springs
BWA,VNBW,Bhairawa Airport
BWB,YBWX,Barrow Island
BWC,KBWC,Brawley
BWD,KBWD,Brownwood
BWE,EDVE,Braunschweig
BWF,EGNL,Walney Island
BWG,KBWG,Warren County
BWH,WMKB,Butterworth
BWI,KBWI,Baltimore/Wash International Thurgood Marshall Airport
BWJ,,Bawan
BWK,LDSB,Brac
BWL,6OK6,Blackwell
BWM,KBWW,Bowman
BWN,WBSB,Brunei International Airport
BWO,UWSB,Balakovo
BWP,AYBI,Bewani
BWQ,YBRW,Brewarrina
BWS,,Blaine
BWT,YWYY,Burnie Wynyard Airport
BWU,YSBK,Sydney Bankstown
BWW,MUBR,Las Brujas Airport
BWX,WADY,Bandar Udara Internasional Banyuwangi
BXA,KBXA,George R Carr
BXB,WASO,Babo
BXD,WAKE,Bade
BXE,GOTB,Bakel
BXF,YBEB,Belburn
BXG,YBDG,Bendigo
BXH,UAAH,Balhash
BXI,DIBI,Boundiali
BXJ,UAAR,Burundai
BXK,KBXK,Buckeye Municipal
BXL,,Blue Lagoon
BXM,WAJG,Batom
BXN,LTBV,Imsik
BXO,LSZC,Buochs
BXP,EPBP,Biala Podlaska
BXR,OIKM,Bam
BXS,L08,Borrego Springs
BXT,WALC,Bontang
BXU,RPME,Butuan Airport
BXV,BIBV,Breiddalsvik
BXW,WARW,Harun Thohir Airport
BXX,,Borama International
BXY,UAOL,Baikonur Krayniy Airport
BXZ,AYNS,Bunsil
BYA,BYA,Boundary
BYB,,Dibaa
BYC,SLYA,Yacuiba
BYD,OYBI,Beidah
BYF,LFAQ,Albert-Bray Airport
BYG,KBYG,Municipal
BYH,KBYH,Arkansas International Airport
BYI,KBYI,Rupert
BYJ,LPBJ,Beja International
BYK,DIBK,Bouake
BYL,,Bella Yella
BYM,MUBY,C.M. de Cespedes
BYN,ZMBH,Bayankhongor
BYO,SBDB,Bonito Airport
BYP,YBRY,Barimunya Airport
BYQ,WALV,Bunyu
BYR,EKLS,Laeso Airport
BYS,KBYS,Bicycle Lake AAF
BYT,EIBN,Bantry
BYU,EDQD,Bindlacher-Berg
BYV,,Beira Lake SPB
BYW,38WA,Blakely Island
BYX,,Baniyala
BZA,MNBZ,San Pedro
BZB,,Bazaruto Island
BZC,SSBZ,Buzios
BZD,YBRN,Balranald
BZE,MZBZ,Philip S.W. Goldson International Airport
BZF,O85,Benton Field
BZG,EPBY,Bydgoszcz Airport
BZH,FVBM,Bumi Hills
BZI,LTBF,Balikesir
BZJ,,Bozhou Airport
BZK,UUBP,Bryansk International Airport
BZL,VGBR,Barisal Airport
BZM,,Bemolanga Airport
BZN,KBZN,Bozeman Yellowstone International Airport
BZO,LIPB,Bolzano
BZP,YBIZ,Bizant
BZR,LFMU,Beziers Vias Airport
BZS,,Buzzards Pt S
BZT,2TE0,Eagle Air Park
BZU,FZKJ,Buta
BZV,FCBB,Maya Maya Airport
BZX,ZUBZ,Bazhong Enyang Airport
BZY,LUBL,Beltsy Airport
BZZ,EGVN,Raf Brize Norton
CAA,MHCA,Catacamas
CAB,FNCA,Cabinda Airport
CAC,SBCA,Cascavel Airport
CAD,KCAD,Cadillac
CAE,KCAE,Columbia Metropolitan Airport
CAF,SWCA,Carauari
CAG,LIEE,Cagliari Elmas Airport
CAH,VVCM,Kamau 
CAI,HECA,Cairo International Airport
CAJ,SVCN,Canaima
CAK,KCAK,Akron-Canton Airport
CAL,EGEC,Machrihanish Airport
CAM,SLCA,Camiri
CAN,ZGGG,Guangzhou Baiyun International Airport
CAO,KCAO,Clayton
CAP,MTCH,Cap Haitien Airport
CAQ,SKCU,Caucasia
CAR,KCAR,Municipal
CAS,,Anfa
CAT,LPCS,Cascais Municipal Aerodrome
CAU,SNRU,Caruaru
CAV,FNCZ,Cazombo
CAW,SBCP,Bartolomeu Lisandro Airport
CAX,EGNC,Carlisle
CAY,SOCA,Felix Eboue Airport
CAZ,YCBA,Cobar
CBA,,Corner Bay
CBB,SLCB,J Wilsterman Airport
CBC,,Cherrabun
CBD,VOCX,Car Nicobar
CBE,KCBE,Greater Cumberland Regional
CBF,KCBF,Municipal
CBG,EGSC,Cambridge Airport
CBH,DAOR,Leger
CBI,YCBN,Cape Barren Island
CBJ,MDCR,Cabo Rojo
CBK,KCBK,Municipal
CBL,SVCB,Ciudad Bolivar
CBM,KCBM,Columbus AFB
CBN,WICD,Penggung
CBO,RPMC,Awang Airport
CBP,,Coimbra
CBQ,DNCA,Calabar Airport
CBR,YSCB,Canberra Airport
CBS,SVON,Oro Negro
CBT,FNCT,Catumbela Airport
CBU,EDCD,Cottbus
CBV,MGCB,Coban
CBW,SSKM,Campo Mourao
CBX,YCDO,Condobolin
CBY,YCBE,Canobie
CBZ,,Cabin Creek
CCA,SLCH,Chaffee AFB
CCB,KCCB,Cable Airport
CCC,MUCC,Jardines del Rey Airport
CCD,,Century City
CCE,HECP,Grand Case
CCF,LFMK,Carcassonne Airport
CCG,E13,Crane County Airport
CCH,SCCC,Chile Chico
CCI,SSCK,Concordia
CCJ,VOCL,Calicut International Airport
CCK,YPCC,Cocos Islands Airport
CCL,YCCA,Chinchilla
CCM,SBCM,Criciuma
CCN,OACC,Chakcharan
CCO,SKCI,Carimagua
CCP,SCIE,Carriel Sur Airport
CCQ,,Cachoeira
CCR,KCCR,Buchanan Field
CCS,SVMI,Simon Bolivar International Airport
CCT,SA30,Colonia Catriel
CCU,VECC,Netaji Subhas Chandra Bose Airport
CCV,NVSF,Craig Cove
CCW,YCWL,Cowell
CCX,SWKC,Caceres
CCY,KCCY,Municipal
CCZ,MYBC,Chub Cay
CDA,YCOO,Cooinda
CDB,PACD,Cold Bay Airport
CDC,KCDC,Cedar City Airport
CDD,MHCU,Cauquira
CDE,ZBCD,Caledonia
CDG,LFPG,Charles de Gaulle Airport
CDH,KCDH,Harrell Field
CDI,SNKI,Cachoeiro Itapemirim
CDJ,SBAA,Conceicao Do Araguaia
CDK,,Lewis
CDL,AK75,Candle
CDN,KCDN,Woodward Field
CDO,FACD,Cradock
CDP,VOCP,Cuddapah
CDQ,YCRY,Croydon
CDR,KCDR,Chadron Airport
CDS,KCDS,Childress
CDT,LECH,Castellon
CDU,YSCN,Camden
CDV,PACV,Mudhole Smith Airport
CDW,KCDW,Caldwell Wright
CDY,RPMU,Cagayan De Sulu
CDZ,,Cadiz
CEA,KCEA,Cessna Aircraft Field
CEB,RPVM,Mactan-Cebu International Airport
CEC,KCEC,Del Norte County Regional Airport
CED,YCDU,Ceduna Airport
CEE,ULWC,Cherepovets Airport
CEF,KCEF,Westover ARB/Metropolitan
CEG,EGNR,Hawarden Airport
CEH,FWCD,Chelinda
CEI,VTCT,Chiang Rai International Airport
CEK,USCC,Chelyabinsk International Airport
CEL,,Cape Eleuthera
CEM,PACE,Central
CEN,MMCN,Ciudad Obregon Airport
CEO,FNWK,Waco Kungo
CEP,SLCP,Concepcion
CEQ,LFMD,Mandelieu
CER,LFRC,Maupertus
CES,YCNK,Cessnock
CET,LFOU,Le Pontreau
CEU,KCEU,Oconee County
CEV,KCEV,Mettle Field
CEW,KCEW,Bob Sikes
CEX,AK13,Chena Hot Springs
CEY,KCEY,Calloway County
CEZ,KCEZ,Montezuma County Airport
CFA,,Coffee Point
CFB,SBCB,Cabo Frio International Airport
CFC,SBCD,Cacador
CFD,KCFD,Coulter Field
CFE,LFLC,Clermont-Ferrand Auvergne Airport
CFF,FNCF,Cafunfo
CFG,MUCF,Jaime Gonzalez Airport
CFH,YCFH,Clifton Hills
CFI,YCFD,Camfield
CFK,DAOI,Chlef International Airport
CFM,CET2,Conklin (Leismer) Airport
CFN,EIDL,Donegal Airport
CFO,SJHG,Confreza
CFP,YCPN,Carpentaria Downs
CFQ,CAJ3,Creston Valley Airport
CFR,LFRK,Carpiquet Airport
CFS,YCFS,Coffs Harbour Airport
CFT,KCFT,Morenci
CFU,LGKR,Ioannis Kapodistrias Airport
CFV,KCFV,Municipal
CGA,CGA,Craig SPB
CGB,SBCY,Marechal Rondon International Airport
CGC,AYCG,Cape Gloucester
CGD,ZGCD,Changde Airport
CGE,KCGE,Cambridge
CGF,KCGF,Cuyahoga County
CGG,,Casiguran
CGH,SBSP,Sao Paulo/Congonhas Airport
CGI,KCGI,Cape Girardeau Airport
CGJ,FLKE,Chingola
CGK,WIII,Soekarno-Hatta International Airport
CGL,SPGL,Chagual Airport
CGM,RPMH,Mambajao
CGN,EDDK,Cologne Bonn Airport
CGO,ZHCC,Zhengzhou Xinzheng Airport
CGP,VGEG,Shah Amanat International Airport
CGQ,ZYCC,Changchun Longjia International Airport
CGR,SBCG,Campo Grande International Airport
CGS,KCGS,College Park
CGT,,Chinguitti
CGV,YCAG,Caiguna
CGX,,Merrill C Meigs
CGY,RPMY,Laguindingan International Airport
CGZ,KCGZ,Municipal
CHA,KCHA,Chattanooga Airport
CHB,OPCL,Chilas
CHC,NZCH,Christchurch International Airport
CHD,SNQU,Mucuge Airport
CHF,RKPE,Jinhae
CHG,ZYCY,Chaoyang Airport
CHH,SPPY,Chachapoyas
CHI,,Chicago FSS
CHJ,FVCH,Chipinge
CHK,KCHK,Municipal
CHL,KLLJ,Challis
CHM,SPEO,Chimbote
CHN,RKJU,Jeonju
CHO,KCHO,Charlottesville Albemarle Airport
CHP,CHP,Circle Hot Springs
CHQ,LGSA,Chania International Airport
CHR,LFLX,Chateauroux
CHS,KCHS,Charleston International Airport
CHT,NZCI,Karewa
CHU,PACH,Chuathbaluk Airport
CHV,LPCH,Chaves
CHW,,Jiuhuang
CHX,MPCH,Changuinola
CHY,AGGC,Choiseul Bay Airport
CHZ,K2S7,State
CIA,LIRA,Ciampino-G. B. Pastine International Airport
CIB,,Ap In The Sky
CIC,KCIC,Chico Municipal Airport
CID,KCID,The Eastern Iowa Airport
CIE,YCOI,Collie
CIF,ZBCF,Chifeng Airport
CIG,KCAG,Craig-Moffat
CIH,ZBCZ,Changzhi Airport
CII,LTBD,Cildir
CIJ,SLCO,E. Beltram Airport
CIK,PACI,Chalkyitsik
CIL,K29,Melsing Creek
CIM,SKCM,Cimitarra
CIN,KCIN,Carroll
CIO,SGCO,MCAL Lopez
CIP,FLCP,Chipata
CIQ,MGCQ,Chiquimula
CIR,KCIR,Cairo
CIS,PCIS,Canton Island
CIT,UAII,Shymkent Airport
CIU,KCIU,Chippewa County Airport
CIV,,Chomley
CIW,TVSC,Canouan Island
CIX,SPHI,Cornel Ruiz Airport
CIY,LICB,Comiso Airport
CIZ,SWKO,Coari
CJA,SPJR,Cajamarca Airport
CJB,VOCB,Coimbatore International Airport
CJC,SCCF,El Loa Airport
CJD,,Candilejas
CJF,YCWA,Coondewanna Airport
CJH,CAG3,Chilko Lake
CJJ,RKTU,Cheongju Airport
CJL,OPCH,Chitral
CJM,VTSE,Chumphon Airport
CJN,WICN,Gillespie Field
CJS,MMCS,Abraham Gonzalez International Airport
CJT,MMCO,Copalar
CJU,RKPC,Jeju International Airport
CJZ,SJZA,Cajazeiras Airport
CKA,KCKA,Kegelman Af
CKB,KCKB,Benedum Airport
CKC,UKKE,Cherkassy
CKD,CJX,Crooked Creek
CKE,1O2,Clear Lake
CKG,ZUCK,Chongqing Jiangbei International Airport
CKH,UESO,Chokurdah Airport
CKI,YCKI,Croker Island
CKK,KCVK,Cherokee
CKL,UUMU,Chkalovsky
CKM,KCKM,Fletcher Field
CKN,KCKN,Municipal
CKO,SSCP,Cornelio Procopio
CKR,,Crane Island
CKS,SBCJ,Carajas Airport
CKT,OIMC,Sarakhs
CKU,CKU,City
CKV,KCKV,Outlaw Field
CKW,YCHK,Christmas Creek Mine
CKX,CKX,Chicken
CKY,GUCY,Conakry Airport
CKZ,LTBH,Canakkale Airport
CLA,VGCM,Comilla
CLC,,Metroport
CLD,KCRQ,McClellan-Palomar Airport
CLE,KCLE,Cleveland Hopkins International Airport
CLG,,Coalinga
CLH,YCAH,Coolah
CLI,KCLI,Clintonville
CLJ,LRCL,Avram Iancu Cluj International Airport
CLK,KCLK,Municipal
CLL,KCLL,Easterwood Airport
CLM,KCLM,Fairchild International
CLN,SBCI,Carolina
CLO,SKCL,Alfonso B. Aragon Airport
CLP,PFCL,Clarks Point
CLQ,MMIA,Colima Airport
CLR,KCLR,Calipatria
CLS,KCLS,Centralia
CLT,KCLT,Charlotte Douglas International Airport
CLU,KBAK,Columbus Municipal
CLV,SBCN,Caldas Novas
CLW,KCLW,Executive
CLX,SATC,Clorinda
CLY,LFKC,Sainte Catherine Airport
CLZ,SVCL,Calabozo
CMA,YCMU,Cunnamulla
CMB,VCBI,Bandaranaike International Airport
CMC,SNWC,Camocim
CMD,YCTM,Cootamundra
CME,MMCE,Ciudad Del Carmen Airport
CMF,LFLB,Chambery
CMG,SBCR,Corumba Internacional Airport
CMH,KCMH,John Glenn Columbus International Airport
CMI,KCMI,Willard University Airport
CMJ,RCCM,Chi Mei
CMK,FWCM,Club Makokola
CML,YCMW,Camooweal
CMM,MGCR,Carmelita
CMN,GMMN,Mohamed V International Airport
CMO,HCMO,Obbia
CMP,SNKE,Campo Alegre
CMQ,YCMT,Clermont
CMR,LFGA,Colmar-houssen
CMS,HCMS,Scusciuban
CMT,,Cameta
CMU,AYCH,Chimbu
CMV,NZCX,Coromandel
CMW,MUCM,Ign Agramonte International Airport
CMX,KCMX,Houghton County Airport
CMY,KCMY,Fort Mccoy
CMZ,,Caia
CNA,MMCA,Cananea
CNB,YCNM,Coonamble
CNC,YCCT,Coconut Island
CND,LRCK,Kogalniceanu Airport
CNE,1V6,Canon City
CNF,SBCF,Tancredo Neves International Airport
CNG,LFBG,Parvaud
CNH,KCNH,Municipal
CNI,ZYCH,Changhai
CNJ,YCCY,Cloncurry Airport
CNK,KCNK,Blosser Municipal
CNL,EKSN,Sindal
CNM,KCNM,Cavern City Air Terminal
CNN,VOKN,Kannur International Airport
CNO,KCNO,Chino
CNP,BGCO,Neerlerit Inaat Airport
CNQ,SARC,Camba Punta Airport
CNR,SCRA,Chanaral
CNS,YBCS,Cairns Airport
CNT,,Charata
CNU,KCNU,Martin Johnson
CNV,SNED,Canavieiras
CNW,KCNW,TSTC Waco Airport
CNX,VTCC,Chiang Mai International Airport
CNY,KCNY,Canyonlands Field
CNZ,,Cangamba
COA,O22,Columbia
COB,,Coolibah
COC,SAAC,Concordia
COD,KCOD,Yellowstone Regional Airport
COE,KCOE,Coeur D'Alene
COF,KCOF,Patrick AFB
COG,SKCD,Mandinga
COH,VECO,Cooch Behar
COI,KCOI,Merritt Island
COJ,YCBB,Coonabarabran
COK,VOCI,Cochin International Airport
COL,EGEL,Isle Of Coll
COM,KCOM,Coleman
CON,KCON,Concord
COO,DBBB,Cotonou Airport
COP,K23,Cooperstown - Westville Airport
COQ,ZMCD,Choibalsan
COR,SACO,Ingeniero Aeronautico Ambrosio L.V. Taravella International Airport
COS,KCOS,Colorado Springs Airport
COT,KCOT,Cotulla
COU,KCOU,Columbia Regional Airport
COV,,Covilha
COW,SCCQ,Coquimbo
COY,YCWY,Coolawanyah
COZ,MDCZ,Constanza
CPA,GLCP,A. Tubman
CPB,SKCA,Capurgana
CPC,SAZY,Chapelco Airport
CPD,YCBP,Coober Pedy Airport
CPE,MMCP,Campeche International Airport
CPF,WARC,Cepu
CPG,,Carmen De Patagones
CPH,EKCH,Copenhagen Airport
CPI,,Cape Orford
CPL,SKHA,Chaparral
CPM,KCPM,Compton
CPN,,Cape Rodney
CPO,SCAT,Chamonate Airport
CPP,SCKP,Coposa Airport
CPQ,,International
CPR,KCPR,Casper/Natrona County International Airport
CPS,KCPS,St. Louis Downtown Airport
CPT,FACT,Cape Town International Airport
CPU,SNCU,Cururupu
CPV,SBKG,Joao Suassuna Airport
CPX,TJCP,Benjamin Rivera Noriega Airport
CQA,SWEK,Canarana Airport
CQD,OIFS,Shahre-kord
CQF,LFAC,Calais
CQM,LERL,Ciudad Real Central
CQP,YCFL,Cape Flattery
CQS,SWCQ,Costa Marques
CQT,,Caquetania
CQW,,CHERAW MUNI/LYNCH BELLINGER FLD AIRPORT
CRA,LRCV,Craiova Airport
CRB,YCBR,Collarenebri
CRC,SKGO,Cartago
CRD,SAVC,General E. Mosconi International Airport
CRE,KCRE,Grand Strand Airport
CRF,FEFC,Carnot
CRG,KCRG,Craig Municipal
CRH,YCHB,Cherribah
CRI,MYCI,Crooked Island Airport
CRJ,,Coorabie
CRK,RPLC,Diosdado Macapagal International (Clark International)
CRL,EBCI,Charleroi Brussels South Airport
CRM,RPVF,National Airport
CRO,,Corcoran
CRP,KCRP,Corpus Christi International Airport
CRQ,SSCV,Caravelas
CRR,SANW,Ceres
CRS,KCRS,Corsicana
CRT,KCRT,Municipal
CRU,TGPZ,Carriacou Island
CRV,LIBC,Crotone
CRW,KCRW,Yeager Airport
CRX,KCRX,Roscoe Turner
CRY,,Carlton Hill
CRZ,UTAV,Turkmenabad
CSA,EGEY,Isle Of Colonsay
CSB,LRCS,Caransebes
CSC,MRMJ,Canas
CSD,,Cresswell Downs
CSE,0CO2,Crested Butte
CSF,LFPC,Creil
CSG,KCSG,Columbus Airport
CSH,ULAS,Solovky
CSI,YCAS,Casino
CSJ,,Cape St Jacques
CSK,GOGS,Cap Skirring
CSL,,O Sullivan Army Air Field
CSM,KCSM,Sherman
CSN,KCXP,Carson City
CSO,EDBC,Cochstedt
CSP,,Cape Spencer C G Heliport
CSQ,KCSQ,Municipal
CSR,,Casuarito
CSS,SSCL,Cassilandia
CST,NFCS,Castaway
CSU,SSSC,Santa Cruz Do Sul
CSV,KCSV,Memorial
CSW,,Colorado do Oeste
CSX,ZGHA,Changsha Huanghua Airport
CSY,UWKS,Cheboksary Airport
CSZ,SAZC,Brigadier Hector Ruiz
CTA,LICC,Catania-Fontanarossa Airport
CTB,KCTB,Cut Bank
CTC,SANC,Catamarca Airport
CTD,MPCE,Chitre
CTE,,Carti
CTF,MGCT,Coatepeque Airport
CTG,SKCG,Rafael Nunez International Airport
CTH,KMQS,Chestercounty Carlson
CTI,FNCV,Cuito Cuanavale
CTK,,Canton
CTL,YBCV,Charleville Airport
CTM,MMCM,Chetumal Airport
CTN,YCKN,Cooktown Airport
CTO,3C8,Peconic River
CTP,,Carutapera
CTQ,SSVP,Do Palmar
CTR,YCAC,Cattle Creek
CTS,RJCC,New Chitose Airport
CTT,LFMQ,Le Castellet
CTU,ZUUU,Chengdu Shuangliu International Airport
CTV,,Catoca Airport
CTW,,Cottonwood
CTX,KN03,Cortland
CTY,KCTY,Cross City
CTZ,KCTZ,Sampson County
CUA,MMDA,Ciudad Constitución Airport
CUB,KCUB,Owens Field
CUC,SKCC,Camilo Daza International Airport
CUD,YCDR,Caloundra
CUE,SECU,Mariscal Lamar International Airport
CUF,LIMZ,Levaldigi Airport
CUG,YCUA,Cudal
CUH,KCUH,Municipal
CUI,,Currillo
CUJ,,Culion
CUK,MZCK,Caye Caulker
CUL,MMCL,Culiacan International Airport
CUM,SVCU,Cumana
CUN,MMUN,Cancun International Airport
CUO,SKCR,Caruru
CUP,SVCP,Carupano
CUQ,YCOE,Coen
CUR,TNCC,Curacao International Airport
CUS,,Municipal
CUT,SAZW,Cutral
CUU,MMCU,Gen Fierro Villalobos Airport
CUV,SVCG,Casigua
CUW,,Cube Cove
CUX,,Cuddihy Field
CUY,YCUE,Cue
CUZ,SPZO,Alejandro Velasco Astete International Airport
CVA,,Civic Ar Heli
